subscription_id,user_id,event_type,plan,mrr,event_date
sub_20242166,user_00440,created,pro,49,2025-11-11
sub_11660923,user_00441,created,pro,49,2025-02-08
sub_45134525,user_00442,created,free,0,2025-04-29
sub_85523296,user_00443,created,free,0,2025-08-28
sub_58092604,user_00444,created,free,0,2025-03-02
sub_33927264,user_00445,created,pro,49,2025-01-28
sub_81148205,user_00445,downgraded,free,0,2025-04-20
sub_99086880,user_00445,upgraded,pro,49,2025-07-14
sub_47819136,user_00446,created,free,0,2025-03-24
sub_21961637,user_00447,created,free,0,2025-01-28
sub_47904616,user_00448,created,pro,49,2025-01-04
sub_34464147,user_00448,upgraded,enterprise,149,2025-04-20
sub_77152651,user_00449,created,free,0,2025-04-06
sub_23094514,user_00450,created,pro,49,2025-01-06
sub_2307458,user_00451,created,free,0,2025-04-15
sub_53642721,user_00452,created,pro,49,2025-01-22
sub_88573608,user_00453,created,free,0,2025-05-27
sub_92738595,user_00454,created,pro,49,2025-02-09
sub_37099427,user_00455,created,enterprise,149,2025-03-09
sub_37990986,user_00456,created,free,0,2025-04-03
sub_86277583,user_00457,created,pro,49,2025-01-28
sub_11803296,user_00458,created,pro,49,2025-04-26
sub_16606060,user_00458,cancelled,pro,0,2025-09-14
sub_13566103,user_00459,created,enterprise,149,2025-04-10
sub_90003806,user_00460,created,enterprise,149,2025-04-18
sub_95329141,user_00461,created,enterprise,149,2025-03-04
sub_82202870,user_00462,created,pro,49,2025-02-22
sub_66177073,user_00462,downgraded,free,0,2025-07-02
sub_26248260,user_00463,created,free,0,2025-05-30
sub_73377097,user_00464,created,pro,49,2025-05-08
sub_73877630,user_00464,downgraded,free,0,2025-07-11
sub_10778737,user_00465,created,pro,49,2025-11-06
sub_71295976,user_00466,created,enterprise,149,2025-03-04
sub_19696682,user_00466,cancelled,enterprise,0,2025-12-10
sub_62223246,user_00467,created,pro,49,2025-04-05
sub_33430634,user_00468,created,free,0,2025-03-31
sub_338423,user_00469,created,free,0,2025-03-25
sub_89750066,user_00470,created,free,0,2025-12-07
sub_57584035,user_00471,created,free,0,2025-05-07
sub_31340071,user_00471,upgraded,pro,49,2025-09-08
sub_41167664,user_00472,created,pro,49,2025-01-18
sub_30245603,user_00472,upgraded,enterprise,149,2025-09-13
sub_45280118,user_00473,created,free,0,2025-04-26
sub_90887979,user_00474,created,enterprise,149,2025-01-24
sub_78753507,user_00475,created,free,0,2025-03-16
sub_38587625,user_00476,created,free,0,2025-02-28
sub_67168294,user_00476,upgraded,pro,49,2025-10-29
sub_67469937,user_00477,created,pro,49,2025-01-02
sub_23994116,user_00478,created,pro,49,2025-09-01
sub_97175736,user_00479,created,enterprise,149,2025-02-03
sub_8693668,user_00480,created,free,0,2025-03-25
sub_70898513,user_00481,created,pro,49,2025-02-18
sub_69366029,user_00482,created,pro,49,2025-04-28
sub_37208837,user_00483,created,enterprise,149,2025-11-05
sub_78743726,user_00484,created,pro,49,2025-05-04
sub_56341306,user_00484,upgraded,enterprise,149,2025-07-21
sub_72053491,user_00485,created,free,0,2025-04-21
sub_3113730,user_00486,created,free,0,2025-01-14
sub_54378553,user_00487,created,pro,49,2025-06-04
sub_54378528,user_00487,downgraded,free,0,2025-08-19
sub_34852366,user_00488,created,pro,49,2025-04-15
sub_2454378,user_00488,downgraded,free,0,2025-07-24
sub_46616057,user_00489,created,enterprise,149,2025-04-10
sub_13198915,user_00490,created,pro,49,2025-05-04
sub_13523308,user_00490,downgraded,free,0,2025-10-19
sub_5871005,user_00491,created,free,0,2025-11-25
sub_24393379,user_00492,created,pro,49,2025-04-29
sub_12228312,user_00492,upgraded,enterprise,149,2025-11-25
sub_21608767,user_00493,created,pro,49,2025-01-27
sub_49804167,user_00494,created,free,0,2025-05-20
sub_41741993,user_00495,created,pro,49,2025-02-15
sub_26316515,user_00495,downgraded,free,0,2025-10-28
sub_88115484,user_00496,created,free,0,2025-01-13
sub_37442168,user_00497,created,pro,49,2025-01-11
sub_11040982,user_00497,downgraded,free,0,2025-04-06
sub_97469904,user_00498,created,enterprise,149,2025-01-20
sub_25030010,user_00499,created,free,0,2025-01-03
sub_33169838,user_00500,created,enterprise,149,2025-03-11
sub_3933599,user_00501,created,free,0,2025-02-18
sub_15899950,user_00501,upgraded,pro,49,2025-11-07
sub_95057433,user_00502,created,pro,49,2025-01-24
sub_53881516,user_00503,created,enterprise,149,2025-01-18
sub_6839427,user_00504,created,free,0,2025-05-01
sub_41735721,user_00505,created,pro,49,2025-04-20
sub_82047400,user_00506,created,enterprise,149,2025-04-06
sub_99854523,user_00507,created,free,0,2025-03-21
sub_70852543,user_00507,upgraded,pro,49,2025-06-20
sub_56892740,user_00507,downgraded,free,0,2025-09-19
sub_562544,user_00508,created,free,0,2025-05-08
sub_32174333,user_00508,upgraded,pro,49,2025-06-28
sub_66662088,user_00509,created,free,0,2025-02-16
sub_19096178,user_00510,created,enterprise,149,2025-02-14
sub_13486212,user_00511,created,pro,49,2025-02-02
sub_95768371,user_00511,upgraded,enterprise,149,2025-05-08
sub_97976362,user_00512,created,free,0,2025-01-13
sub_86148994,user_00513,created,enterprise,149,2025-03-03
sub_67811681,user_00513,cancelled,enterprise,0,2025-07-22
sub_51680611,user_00514,created,free,0,2025-02-15
sub_7096276,user_00515,created,free,0,2025-02-01
sub_7845585,user_00516,created,free,0,2025-05-30
sub_27197311,user_00517,created,free,0,2025-02-05
sub_21898382,user_00518,created,free,0,2025-03-05
sub_8386188,user_00519,created,free,0,2025-05-12
sub_93800389,user_00520,created,pro,49,2025-08-04
sub_27064257,user_00521,created,free,0,2025-01-28
sub_14097501,user_00521,upgraded,pro,49,2025-07-23
sub_79815860,user_00522,created,free,0,2025-03-19
sub_59957986,user_00523,created,free,0,2025-01-30
sub_73921592,user_00524,created,enterprise,149,2025-02-05
sub_79487318,user_00525,created,free,0,2025-01-20
sub_83603906,user_00526,created,free,0,2025-05-13
sub_81119963,user_00527,created,enterprise,149,2025-03-28
sub_6643596,user_00528,created,free,0,2025-04-07
sub_10761833,user_00529,created,free,0,2025-01-27
sub_12007848,user_00529,upgraded,pro,49,2025-06-24
sub_37047110,user_00529,upgraded,enterprise,149,2025-08-15
sub_4353181,user_00530,created,pro,49,2025-10-31
sub_1772524,user_00531,created,pro,49,2025-04-20
sub_28166476,user_00532,created,free,0,2025-04-26
sub_39971921,user_00532,upgraded,pro,49,2025-06-06
sub_63732465,user_00533,created,pro,49,2025-05-29
sub_15673469,user_00534,created,free,0,2025-02-16
sub_32306457,user_00535,created,free,0,2025-02-03
sub_14352951,user_00536,created,enterprise,149,2025-05-17
sub_92591287,user_00536,cancelled,enterprise,0,2025-11-06
sub_66623262,user_00537,created,enterprise,149,2025-11-11
sub_13274325,user_00538,created,free,0,2025-01-08
sub_79147389,user_00539,created,free,0,2025-04-03
sub_62630658,user_00540,created,enterprise,149,2025-12-23
sub_87541037,user_00541,created,enterprise,149,2025-05-17
sub_74460758,user_00541,cancelled,enterprise,0,2025-07-05
sub_55692422,user_00542,created,pro,49,2025-05-26
sub_6118607,user_00543,created,free,0,2025-03-04
sub_14087799,user_00544,created,pro,49,2025-02-03
sub_84602930,user_00545,created,pro,49,2025-05-23
sub_52070271,user_00546,created,free,0,2025-08-11
sub_20882678,user_00547,created,free,0,2025-08-26
sub_47617569,user_00548,created,free,0,2025-01-16
sub_91770419,user_00549,created,pro,49,2025-09-18
sub_96004464,user_00550,created,pro,49,2025-02-18
sub_82790730,user_00550,cancelled,pro,0,2025-10-29
sub_6835512,user_00551,created,free,0,2025-01-19
sub_96872791,user_00552,created,free,0,2025-03-15
sub_68092243,user_00553,created,pro,49,2025-08-13
sub_34677903,user_00554,created,free,0,2025-01-07
sub_13223422,user_00555,created,enterprise,149,2025-02-03
sub_78092493,user_00556,created,enterprise,149,2025-04-30
sub_86974990,user_00556,cancelled,enterprise,0,2025-07-27
sub_38238005,user_00557,created,free,0,2025-03-26
sub_85380264,user_00557,upgraded,pro,49,2025-06-06
sub_62633954,user_00558,created,pro,49,2025-06-08
sub_70314452,user_00559,created,free,0,2025-01-10
sub_44111562,user_00560,created,free,0,2025-03-25
sub_48943645,user_00561,created,pro,49,2025-02-03
sub_1265080,user_00562,created,pro,49,2025-03-19
sub_84380849,user_00562,downgraded,free,0,2025-07-11
sub_16170596,user_00563,created,free,0,2025-03-16
sub_10340310,user_00564,created,free,0,2025-02-21
sub_27653284,user_00564,upgraded,pro,49,2025-06-08
sub_58726901,user_00564,downgraded,free,0,2025-08-31
sub_45731485,user_00565,created,pro,49,2025-05-16
sub_29991874,user_00565,cancelled,pro,0,2025-06-17
sub_45324942,user_00566,created,free,0,2025-08-18
sub_71150044,user_00567,created,enterprise,149,2025-09-24
sub_22232961,user_00568,created,free,0,2025-01-16
sub_94780372,user_00569,created,free,0,2025-05-28
sub_16022893,user_00570,created,free,0,2025-03-24
sub_3037859,user_00571,created,free,0,2025-04-11
sub_63424351,user_00572,created,free,0,2025-04-18
sub_22342927,user_00573,created,pro,49,2025-01-05
sub_74908485,user_00574,created,pro,49,2025-04-21
sub_70931992,user_00574,upgraded,enterprise,149,2025-07-04
sub_90730608,user_00575,created,pro,49,2025-12-03
sub_59544431,user_00576,created,pro,49,2025-04-05
sub_70140337,user_00577,created,pro,49,2025-01-28
sub_99948905,user_00577,downgraded,free,0,2025-05-27
sub_464811,user_00578,created,pro,49,2025-05-09
sub_63306993,user_00578,upgraded,enterprise,149,2025-11-16
sub_18468603,user_00579,created,free,0,2025-01-08
sub_62811481,user_00580,created,pro,49,2025-11-30
sub_80362099,user_00581,created,free,0,2025-05-25
sub_7548149,user_00582,created,free,0,2025-01-18
sub_95973577,user_00583,created,free,0,2025-12-03
sub_30426837,user_00584,created,pro,49,2025-05-18
sub_62806952,user_00584,downgraded,free,0,2025-11-22
sub_15025823,user_00585,created,enterprise,149,2025-02-08
sub_55767703,user_00586,created,pro,49,2025-03-11
sub_14198037,user_00586,downgraded,free,0,2025-07-04
sub_57277680,user_00586,upgraded,pro,49,2025-12-02
sub_3689695,user_00587,created,enterprise,149,2025-05-04
sub_74158624,user_00588,created,free,0,2025-03-28
sub_92645050,user_00589,created,pro,49,2025-02-20
sub_68717559,user_00590,created,enterprise,149,2025-02-01
sub_14907320,user_00591,created,pro,49,2025-02-22
sub_82620334,user_00591,cancelled,pro,0,2025-09-09
sub_63079869,user_00592,created,free,0,2025-09-09
sub_20753916,user_00593,created,pro,49,2025-03-01
sub_17418572,user_00593,upgraded,enterprise,149,2025-06-14
sub_27219705,user_00593,cancelled,enterprise,0,2025-09-13
sub_90844746,user_00594,created,free,0,2025-06-28
sub_79956438,user_00595,created,pro,49,2025-01-02
sub_78930579,user_00595,cancelled,pro,0,2025-06-13
sub_85059580,user_00596,created,pro,49,2025-01-21
sub_51566086,user_00597,created,pro,49,2025-04-12
sub_33730822,user_00597,upgraded,enterprise,149,2025-12-13
sub_64575071,user_00598,created,enterprise,149,2025-02-16
sub_65821716,user_00599,created,pro,49,2025-09-12
sub_16188599,user_00600,created,free,0,2025-05-24
sub_71870081,user_00601,created,pro,49,2025-05-04
sub_26570477,user_00602,created,pro,49,2025-11-23
sub_65117698,user_00603,created,free,0,2025-05-24
sub_45479408,user_00604,created,pro,49,2025-02-13
sub_30425150,user_00604,cancelled,pro,0,2025-07-20
sub_5411441,user_00605,created,free,0,2025-04-24
sub_60050178,user_00606,created,pro,49,2025-08-15
sub_56267470,user_00607,created,free,0,2025-05-13
sub_75116051,user_00607,upgraded,pro,49,2025-11-04
sub_14232767,user_00608,created,free,0,2025-02-28
sub_936049,user_00609,created,enterprise,149,2025-12-13
sub_24435837,user_00610,created,pro,49,2025-03-12
sub_38493103,user_00611,created,free,0,2025-01-12
sub_73421108,user_00611,upgraded,pro,49,2025-12-23
sub_2003112,user_00612,created,pro,49,2025-01-31
sub_90427370,user_00613,created,free,0,2025-03-20
sub_97011878,user_00614,created,pro,49,2025-02-08
sub_96142578,user_00615,created,pro,49,2025-01-01
sub_73691032,user_00615,upgraded,enterprise,149,2025-08-06
sub_49168839,user_00616,created,free,0,2025-01-20
sub_47230948,user_00617,created,enterprise,149,2025-04-26
sub_62481316,user_00617,downgraded,pro,49,2025-10-20
sub_67176147,user_00618,created,enterprise,149,2025-05-14
sub_4224882,user_00619,created,enterprise,149,2025-03-06
sub_1977091,user_00620,created,free,0,2025-01-26
sub_22778954,user_00620,upgraded,pro,49,2025-06-25
sub_87420280,user_00621,created,pro,49,2025-05-19
sub_34479616,user_00622,created,free,0,2025-08-31
sub_89809064,user_00623,created,free,0,2025-01-23
sub_39347299,user_00624,created,free,0,2025-01-30
sub_26058996,user_00625,created,pro,49,2025-05-09
sub_18113144,user_00626,created,free,0,2025-04-30
sub_28626933,user_00627,created,pro,49,2025-02-08
sub_53051082,user_00627,upgraded,enterprise,149,2025-11-24
sub_24994420,user_00628,created,pro,49,2025-01-08
sub_21779411,user_00629,created,pro,49,2025-01-03
sub_16313047,user_00629,downgraded,free,0,2025-08-11
sub_52439278,user_00630,created,pro,49,2025-01-18
sub_78528134,user_00631,created,enterprise,149,2025-03-30
sub_5107177,user_00632,created,enterprise,149,2025-02-03
sub_51600243,user_00633,created,free,0,2025-01-23
sub_80861459,user_00633,upgraded,pro,49,2025-05-06
sub_89776851,user_00634,created,free,0,2025-02-03
sub_51328440,user_00635,created,free,0,2025-02-06
sub_74019202,user_00636,created,free,0,2025-03-30
sub_47299880,user_00637,created,free,0,2025-02-02
sub_61188911,user_00638,created,pro,49,2025-04-25
sub_34840452,user_00639,created,free,0,2025-08-26
sub_53473790,user_00640,created,free,0,2025-03-21
sub_89440250,user_00641,created,pro,49,2025-05-12
sub_63372216,user_00642,created,free,0,2025-05-22
sub_2674033,user_00643,created,enterprise,149,2025-08-05
sub_52201776,user_00644,created,enterprise,149,2025-04-02
sub_59389198,user_00645,created,enterprise,149,2025-03-06
sub_91568737,user_00646,created,free,0,2025-03-15
sub_91622267,user_00647,created,free,0,2025-04-22
sub_47849601,user_00647,upgraded,pro,49,2025-10-04
sub_8897725,user_00648,created,pro,49,2025-04-07
sub_58643840,user_00650,created,free,0,2025-08-07
sub_83180597,user_00651,created,free,0,2025-11-14
sub_92622787,user_00652,created,pro,49,2025-05-22
sub_15890596,user_00652,upgraded,enterprise,149,2025-09-23
sub_33005188,user_00653,created,enterprise,149,2025-03-10
sub_77586461,user_00653,downgraded,pro,49,2025-07-06
sub_48946134,user_00653,cancelled,pro,0,2025-08-08
sub_93547267,user_00654,created,enterprise,149,2025-01-18
sub_19063958,user_00655,created,free,0,2025-04-29
sub_12004794,user_00656,created,pro,49,2025-02-07
sub_43198521,user_00656,cancelled,pro,0,2025-09-19
sub_7371064,user_00657,created,pro,49,2025-11-22
sub_98757388,user_00658,created,free,0,2025-04-08
sub_15494104,user_00659,created,enterprise,149,2025-03-26
sub_54569208,user_00660,created,pro,49,2025-02-03
sub_40022624,user_00660,upgraded,enterprise,149,2025-08-16
sub_19487289,user_00660,cancelled,enterprise,0,2025-11-30
sub_52129520,user_00661,created,enterprise,149,2025-04-28
sub_9757579,user_00662,created,enterprise,149,2025-03-08
sub_592144,user_00663,created,enterprise,149,2025-05-16
sub_64470508,user_00664,created,pro,49,2025-12-30
sub_1294689,user_00665,created,pro,49,2025-02-26
sub_29203847,user_00665,downgraded,free,0,2025-06-20
sub_26524771,user_00666,created,free,0,2025-10-23
sub_48852391,user_00667,created,free,0,2025-04-14
sub_6230475,user_00668,created,free,0,2025-01-29
sub_87077473,user_00669,created,enterprise,149,2025-03-04
sub_70153155,user_00670,created,free,0,2025-02-27
sub_34631884,user_00671,created,pro,49,2025-05-12
sub_21010543,user_00672,created,free,0,2025-05-16
sub_37858700,user_00673,created,free,0,2025-05-14
sub_28438227,user_00674,created,enterprise,149,2025-03-28
sub_94330403,user_00674,downgraded,pro,49,2025-11-17
sub_93259597,user_00675,created,free,0,2025-03-17
sub_15100330,user_00676,created,pro,49,2025-10-13
sub_83215364,user_00677,created,free,0,2025-02-21
sub_72235120,user_00678,created,free,0,2025-01-31
sub_29813970,user_00679,created,pro,49,2025-08-31
sub_77562721,user_00680,created,free,0,2025-05-18
sub_18381594,user_00681,created,free,0,2025-03-03
sub_38729652,user_00683,created,pro,49,2025-05-27
sub_72723098,user_00683,upgraded,enterprise,149,2025-09-14
sub_39303639,user_00684,created,free,0,2025-03-09
sub_67563757,user_00684,upgraded,pro,49,2025-06-28
sub_8852788,user_00685,created,free,0,2025-01-23
sub_29580332,user_00686,created,free,0,2025-04-09
sub_3165537,user_00687,created,enterprise,149,2025-01-16
sub_1371557,user_00688,created,pro,49,2025-02-10
sub_40456950,user_00689,created,enterprise,149,2025-05-17
sub_14379674,user_00690,created,free,0,2025-05-20
sub_99131899,user_00691,created,pro,49,2025-02-18
sub_57054128,user_00691,cancelled,pro,0,2025-05-12
sub_80622846,user_00692,created,free,0,2025-05-03
sub_10011871,user_00693,created,free,0,2025-04-14
sub_2076385,user_00694,created,free,0,2025-01-29
sub_42465525,user_00695,created,pro,49,2025-02-24
sub_30686623,user_00696,created,pro,49,2025-01-12
sub_6288197,user_00696,cancelled,pro,0,2025-03-19
sub_19778338,user_00697,created,pro,49,2025-11-26
sub_13547132,user_00698,created,pro,49,2025-01-05
sub_49432517,user_00699,created,free,0,2025-04-26
sub_9565463,user_00700,created,pro,49,2025-12-17
sub_50607732,user_00701,created,pro,49,2025-02-12
sub_63924034,user_00702,created,enterprise,149,2025-04-21
sub_96595848,user_00703,created,free,0,2025-01-14
sub_48953018,user_00704,created,free,0,2025-05-19
sub_95872656,user_00705,created,free,0,2025-02-07
sub_73826394,user_00706,created,pro,49,2025-01-30
sub_52094564,user_00707,created,free,0,2025-03-02
sub_93722345,user_00708,created,pro,49,2025-02-22
sub_39030736,user_00708,cancelled,pro,0,2025-07-26
sub_54261526,user_00709,created,pro,49,2025-03-01
sub_95685849,user_00710,created,enterprise,149,2025-11-30
sub_32892474,user_00711,created,free,0,2025-12-13
sub_31016159,user_00712,created,enterprise,149,2025-03-24
sub_89623431,user_00713,created,free,0,2025-01-29
sub_82472027,user_00713,upgraded,pro,49,2025-09-17
sub_44291158,user_00714,created,pro,49,2025-04-08
sub_31228780,user_00715,created,pro,49,2025-04-30
sub_41588462,user_00716,created,pro,49,2025-04-20
sub_73813122,user_00717,created,pro,49,2025-05-28
sub_12175591,user_00718,created,free,0,2025-05-10
sub_12545653,user_00719,created,free,0,2025-12-09
sub_421479,user_00720,created,pro,49,2025-04-13
sub_43735066,user_00721,created,enterprise,149,2025-05-07
sub_2291899,user_00722,created,pro,49,2025-02-13
sub_15903665,user_00722,cancelled,pro,0,2025-09-18
sub_37062518,user_00723,created,pro,49,2025-12-11
sub_66930209,user_00724,created,pro,49,2025-04-10
sub_56453468,user_00725,created,pro,49,2025-04-27
sub_34839791,user_00726,created,free,0,2025-10-07
sub_20866574,user_00727,created,enterprise,149,2025-05-06
sub_65845066,user_00728,created,free,0,2025-04-26
sub_67855697,user_00729,created,enterprise,149,2025-02-20
sub_78545261,user_00730,created,pro,49,2025-10-10
sub_56973584,user_00731,created,enterprise,149,2025-04-02
sub_16412074,user_00732,created,enterprise,149,2025-04-24
sub_42957363,user_00733,created,free,0,2025-05-14
sub_63412327,user_00734,created,free,0,2025-03-16
sub_33122506,user_00734,upgraded,pro,49,2025-05-12
sub_74062621,user_00735,created,free,0,2025-08-24
sub_45226010,user_00736,created,pro,49,2025-07-26
sub_43077396,user_00737,created,pro,49,2025-04-28
sub_99919729,user_00738,created,pro,49,2025-01-09
sub_14920594,user_00738,upgraded,enterprise,149,2025-05-31
sub_18363097,user_00739,created,free,0,2025-05-29
sub_73284041,user_00740,created,free,0,2025-05-29
sub_10248868,user_00740,upgraded,pro,49,2025-10-17
sub_60269142,user_00741,created,pro,49,2025-01-02
sub_66126295,user_00741,cancelled,pro,0,2025-03-08
sub_44226861,user_00742,created,pro,49,2025-03-14
sub_13217836,user_00742,downgraded,free,0,2025-09-11
sub_17983351,user_00743,created,pro,49,2025-03-24
sub_31435163,user_00744,created,free,0,2025-04-29
sub_79493849,user_00744,upgraded,pro,49,2025-12-25
sub_49944565,user_00745,created,pro,49,2025-04-19
sub_75536023,user_00746,created,pro,49,2025-03-01
sub_66806946,user_00747,created,pro,49,2025-06-23
sub_68006734,user_00748,created,enterprise,149,2025-03-07
sub_13215396,user_00748,downgraded,pro,49,2025-10-13
sub_45817390,user_00749,created,enterprise,149,2025-01-03
sub_48624477,user_00750,created,free,0,2025-02-21
sub_34842564,user_00752,created,free,0,2025-11-15
sub_20772136,user_00753,created,enterprise,149,2025-05-08
sub_50516941,user_00754,created,pro,49,2025-07-18
sub_85831138,user_00755,created,free,0,2025-03-11
sub_6122267,user_00756,created,free,0,2025-10-30
sub_90120036,user_00757,created,pro,49,2025-05-24
sub_80337084,user_00758,created,enterprise,149,2025-08-06
sub_61989770,user_00759,created,pro,49,2025-02-07
sub_21579010,user_00759,downgraded,free,0,2025-05-23
sub_30478530,user_00759,upgraded,pro,49,2025-09-22
sub_98563056,user_00760,created,pro,49,2025-03-21
sub_51452687,user_00761,created,enterprise,149,2025-01-23
sub_2531451,user_00762,created,pro,49,2025-03-15
sub_20603533,user_00762,cancelled,pro,0,2025-08-04
sub_39679565,user_00763,created,enterprise,149,2025-04-24
sub_39288049,user_00764,created,pro,49,2025-05-04
sub_58402385,user_00765,created,pro,49,2025-03-10
sub_99072248,user_00766,created,pro,49,2025-03-19
sub_49635288,user_00767,created,free,0,2025-03-10
sub_37605606,user_00768,created,free,0,2025-02-08
sub_56754167,user_00769,created,enterprise,149,2025-02-18
sub_62085897,user_00770,created,pro,49,2025-01-16
sub_62889571,user_00770,cancelled,pro,0,2025-09-26
sub_18971196,user_00771,created,enterprise,149,2025-07-30
sub_4922900,user_00772,created,enterprise,149,2025-04-22
sub_48063777,user_00773,created,pro,49,2025-05-26
sub_8678230,user_00773,upgraded,enterprise,149,2025-08-10
sub_59262891,user_00774,created,free,0,2025-04-16
sub_13656066,user_00775,created,pro,49,2025-01-24
sub_3666354,user_00776,created,free,0,2025-02-10
sub_61833109,user_00777,created,free,0,2025-02-20
sub_27323267,user_00778,created,free,0,2025-04-30
sub_8206894,user_00779,created,pro,49,2025-05-17
sub_67114266,user_00780,created,free,0,2025-04-21
sub_62256258,user_00781,created,free,0,2025-08-04
sub_16442080,user_00782,created,free,0,2025-10-14
sub_48540351,user_00783,created,pro,49,2025-05-03
sub_51576393,user_00783,cancelled,pro,0,2025-12-03
sub_35376362,user_00784,created,free,0,2025-04-21
sub_87555419,user_00785,created,pro,49,2025-02-19
sub_64516360,user_00786,created,pro,49,2025-03-11
sub_71344592,user_00787,created,enterprise,149,2025-03-10
sub_86062734,user_00788,created,free,0,2025-04-21
sub_30853990,user_00789,created,pro,49,2025-02-25
sub_64579455,user_00790,created,pro,49,2025-04-29
sub_89198346,user_00791,created,free,0,2025-03-02
sub_96993796,user_00792,created,pro,49,2025-03-28
sub_8214317,user_00793,created,enterprise,149,2025-02-05
sub_29059887,user_00794,created,pro,49,2025-09-30
sub_13113424,user_00795,created,enterprise,149,2025-01-13
sub_65320544,user_00796,created,pro,49,2025-03-19
sub_42687971,user_00797,created,pro,49,2025-01-17
sub_41190832,user_00798,created,free,0,2025-02-25
sub_30638003,user_00799,created,free,0,2025-05-09
sub_71145634,user_00800,created,enterprise,149,2025-07-29
sub_2140201,user_00801,created,pro,49,2025-03-30
sub_24925895,user_00802,created,pro,49,2025-07-07
sub_59364567,user_00803,created,free,0,2025-02-20
sub_39796475,user_00804,created,pro,49,2025-04-02
sub_9783931,user_00805,created,pro,49,2025-03-25
sub_40495382,user_00806,created,free,0,2025-04-19
sub_67545724,user_00807,created,free,0,2025-03-27
sub_43529174,user_00808,created,pro,49,2025-05-25
sub_94714474,user_00808,cancelled,pro,0,2025-11-21
sub_61608453,user_00809,created,free,0,2025-03-12
sub_90156590,user_00809,upgraded,pro,49,2025-08-13
sub_24302521,user_00810,created,pro,49,2025-05-01
sub_51448694,user_00810,upgraded,enterprise,149,2025-11-20
sub_6685457,user_00811,created,free,0,2025-04-14
sub_21742956,user_00812,created,pro,49,2025-03-27
sub_75513912,user_00813,created,free,0,2025-02-12
sub_23187229,user_00814,created,free,0,2025-01-07
sub_44604683,user_00815,created,pro,49,2025-01-28
sub_34837575,user_00816,created,free,0,2025-11-18
sub_52939127,user_00817,created,free,0,2025-01-07
sub_91972857,user_00818,created,enterprise,149,2025-05-13
sub_70877336,user_00819,created,pro,49,2025-08-02
sub_54066476,user_00820,created,enterprise,149,2025-01-11
sub_19797191,user_00821,created,free,0,2025-03-05
sub_60514512,user_00822,created,free,0,2025-02-17
sub_24955973,user_00823,created,free,0,2025-01-31
sub_74490910,user_00824,created,pro,49,2025-05-14
sub_69282441,user_00825,created,pro,49,2025-05-17
sub_40299863,user_00827,created,free,0,2025-03-15
sub_6132843,user_00828,created,pro,49,2025-03-26
sub_60222807,user_00829,created,pro,49,2025-03-04
sub_55917717,user_00829,cancelled,pro,0,2025-07-21
sub_57527165,user_00830,created,free,0,2025-01-31
sub_33644582,user_00831,created,pro,49,2025-05-04
sub_18267938,user_00832,created,free,0,2025-04-03
sub_1380509,user_00833,created,pro,49,2025-05-13
sub_59769778,user_00834,created,free,0,2025-05-05
sub_87604266,user_00835,created,free,0,2025-01-26
sub_50633228,user_00836,created,free,0,2025-01-20
sub_91696564,user_00837,created,pro,49,2025-02-12
sub_27766215,user_00838,created,pro,49,2025-01-16
sub_19302769,user_00839,created,pro,49,2025-11-05
sub_64187587,user_00840,created,free,0,2025-11-21
sub_9072822,user_00841,created,pro,49,2025-02-14
sub_94812319,user_00842,created,pro,49,2025-02-04
sub_27719615,user_00843,created,pro,49,2025-05-17
sub_45400127,user_00844,created,free,0,2025-04-09
sub_27950280,user_00845,created,free,0,2025-12-17
sub_97526511,user_00846,created,enterprise,149,2025-06-17
sub_73617061,user_00847,created,free,0,2025-02-11
sub_53806106,user_00848,created,free,0,2025-03-19
sub_63872605,user_00849,created,free,0,2025-02-28
sub_56045156,user_00849,upgraded,pro,49,2025-12-25
sub_92828813,user_00850,created,enterprise,149,2025-05-14
sub_18570788,user_00851,created,free,0,2025-01-31
sub_48068003,user_00852,created,free,0,2025-02-28
sub_81032887,user_00854,created,pro,49,2025-09-25
sub_16828265,user_00854,upgraded,enterprise,149,2025-11-19
sub_29244446,user_00855,created,free,0,2025-04-22
sub_71003033,user_00856,created,free,0,2025-06-18
sub_57879700,user_00857,created,free,0,2025-05-03
sub_96909972,user_00857,upgraded,pro,49,2025-11-19
sub_67638983,user_00858,created,free,0,2025-04-20
sub_63778047,user_00859,created,enterprise,149,2025-03-18
sub_81521360,user_00860,created,free,0,2025-03-18
sub_6995189,user_00860,upgraded,pro,49,2025-05-11
sub_54551046,user_00861,created,pro,49,2025-01-10
sub_90170412,user_00862,created,free,0,2025-05-16
sub_93158192,user_00863,created,pro,49,2025-05-07
sub_4054656,user_00864,created,free,0,2025-03-25
sub_35332312,user_00865,created,free,0,2025-03-09
sub_69392239,user_00866,created,enterprise,149,2025-03-07
sub_70238223,user_00866,cancelled,enterprise,0,2025-06-27
sub_52799150,user_00867,created,free,0,2025-02-15
sub_79365865,user_00867,upgraded,pro,49,2025-11-21
sub_91190673,user_00868,created,free,0,2025-01-11
sub_31374192,user_00869,created,free,0,2025-01-22
sub_23671297,user_00869,upgraded,pro,49,2025-05-20
sub_7722133,user_00870,created,free,0,2025-04-15
sub_93136595,user_00871,created,pro,49,2025-01-28
sub_44910445,user_00872,created,free,0,2025-01-12
sub_49729857,user_00873,created,free,0,2025-01-02
sub_31583718,user_00874,created,free,0,2025-05-07
